,PID,Label,Description,Relevant
1510,P1990,species kept,"taxa, preferably species, present at a zoo, botanical garden, collection, or other institution.",no
1511,P1991,LPSN URL,URL for the website List of Prokaryotic names with Standing in Nomenclature (LPSN),no
1512,P1992,Plazi ID,identifier for a taxon treatment at Plazi.org,no
1513,P1993,TeX string,string to show a concept in TeX or LaTeX,no
1514,P1994,AllMusic composition ID,identifier for a composition in AllMusic,yes
1515,P1995,health specialty,"main specialty that diagnoses, prevent human illness, injury and other physical and mental impairments",no
1516,P1997,Facebook location ID,identifier for a place in Facebook,yes
1517,P1998,UCI code of cycling team,three-character code uniquely identifying a cycling team according to UCI,yes
1518,P1999,UNESCO language status,degree of endangerment of a language conferred by the UNESCO Atlas,no
1519,P2000,CPDL ID,"identifier of a work or person, in the Choral Public Domain Library",no
1520,P2001,Revised Romanization,romanisation following the Revised Romanisation of the Korean language,no
1521,P2002,X (Twitter) username,username on X (formerly Twitter); do not include the '@' symbol,yes
1522,P2003,Instagram username,item's username on Instagram,yes
1523,P2004,NALT ID,identifier for subject headings in the Agricultural Thesaurus,no
1524,P2005,Catalogus Professorum Halensis ID,biographical entry in the Catalogus Professorum Halensis,no
1525,P2006,ZooBank author ID,identifier for an author at ZooBank,no
1526,P2007,ZooBank publication ID,identifier for a publication at ZooBank,no
1527,P2008,IPNI publication ID,identifier for a publication in the International Plant Names Index,no
1528,P2009,Exif model,string as it appears in the EXIF generated by a camera,no
1529,P2010,Exif make,string of the manufacturer as it appears in the EXIF generated by a specific digital camera model,no
1530,P2011,Cooper Hewitt person ID,identifier for a person or organization in the Cooper Hewitt (Smithsonian Institution) catalogue,yes
1531,P2012,cuisine,type of food served by a restaurant or restaurant chain or national food culture,no
1532,P2013,Facebook username,"identifier for an official Facebook person, product, or organization page",yes
1533,P2014,Museum of Modern Art work ID,identifier for a work held at the Museum of Modern Art (MoMA),no
1534,P2015,Hansard 1803–2005 ID,"identifier of a person in the Hansard database, indexing speeches in the British parliament",yes
1535,P2016,Catalogus Professorum Academiae Groninganae ID,identifier for a professor in a specific catalogue,no
1536,P2017,isomeric SMILES,dedicated SMILES for isomer,no
1537,P2018,Teuchos ID,identification String in the Teuchos Database,no
1538,P2019,AllMovie person ID,identifier for a person on the AllMovie film database,yes
1539,P2020,WorldFootball.net person ID,"identifier for an association football (soccer) player or manager at WorldFootball.net, Weltfussball.",yes
1540,P2021,Erdős number,"the ""collaborative distance"" between mathematician Paul Erdős and another person.",no
1541,P2024,German cattle breed ID,identifier of a cattle breed in German national law,no
1542,P2025,Find a Grave cemetery ID,identifier assigned to a cemetery at Find a Grave,no
1543,P2026,Avibase taxon ID,"identifier for a species, subspecies, or genus in the global bird database Avibase",no
1544,P2027,Colour Index International constitution ID,"identifier issued by Colour Index International, for manufactured colour products",no
1545,P2028,United States Armed Forces service number,number assigned by the US military to soldiers and sailors as the primary means of service member identification from 1918 until 1974,no
1546,P2029,Dictionary of Ulster Biography ID,identifier for a person in the Dictionary of Ulster Biography,yes
1547,P2030,NASA biographical ID,identifier used by NASA for an astronaut or cosmonaut,yes
1548,P2031,work period (start),"start of period during which a person or group flourished  (fl. = ""floruit"") in their professional activity",yes
1549,P2032,work period (end),"end of period during which a person or group flourished  (fl. = ""floruit"") in their professional activity",yes
1550,P2033,category for pictures taken with this camera,Commons category for photos taken with that camera model or model line,no
1551,P2034,Project Gutenberg ebook ID,ebook identifier at Project Gutenberg,no
1552,P2036,African Plant Database ID,"""identifier for a plant taxon, in the Conservatoire et Jardin botaniques de Genève' African Plant Database of scientific names""",no
1553,P2037,GitHub username,"username of this project, person or organization on GitHub",yes
1554,P2038,ResearchGate profile ID,"identifier for a person, used by ResearchGate profiles",yes
1555,P2040,CITES Species+ ID,identifier for a taxon in the Species+ database (CITES),no
1556,P2041,National Gallery of Victoria artist ID,identifier assigned to an artist by the National Gallery of Victoria in Australia,yes
1557,P2042,Artsy artist ID,identifier at the Artsy website,yes
1558,P2043,length,measured dimension of an object,no
1559,P2044,elevation above sea level,height of the item (geographical object) as measured relative to sea level,no
1560,P2045,orbital inclination,orbital inclination of a stable orbit,no
1561,P2046,area,area occupied by an object,no
1562,P2047,duration,length of time of an event or process,yes
1563,P2048,height,vertical length of an entity,no
1564,P2049,width,width of an object,no
1565,P2050,wingspan,"distance from one wingtip to the other, of an airplane or an animal",no
1566,P2051,M sin i,exoplanet mass multiplied by the sine of the inclination angle,no
1567,P2052,speed,magnitude of the velocity of the item,no
1568,P2053,watershed area,size of a stream's watershed (drainage basin),no
1569,P2054,density,density of a substance with phase of matter and temperature as qualifiers,no
1570,P2055,electrical conductivity,electrical conductivity of a substance with phase of matter and temperature,no
1571,P2056,specific heat capacity,"specific heat capacity of a substance, with phase of matter and temperature",no
1572,P2057,Human Metabolome Database ID,ID in Human Metabolome Database,no
1573,P2058,depositary,depositary of the treaty,no
1574,P2060,luminosity,total amount of energy emitted by an astronomical object per unit time,no
1575,P2061,aspect ratio (W:H),"image width to height ratio of films, photographs, and other images",yes
1576,P2062,HSDB ID,ID in Hazardous Substances Data Bank,no
1577,P2063,LIPID MAPS ID,identifier used in the LIPID MAPS database for lipids,no
1578,P2064,KNApSAcK ID,identifier in the KNApSAcK Core System,no
1579,P2065,NIAID ChemDB ID,ID in NIAID ChemDB,no
1580,P2066,molar fusion enthalpy,fusion enthalpy of a substance at the melting temperature,no
1581,P2067,mass,mass (in colloquial usage also known as weight) of the item,no
1582,P2068,thermal conductivity,property of a material that describes how efficiently heat is conducted,no
1583,P2069,magnetic moment,torque a particle will experience in an external magnetic field,no
1584,P2070,Fellow of the Royal Society ID,Fellow ID of the Royal Society,yes
1585,P2071,Mémoire des hommes ID,French government database indexing all French soldier war casualties,yes
1586,P2072,CDB Chemical ID,ID in UCI chemical database,no
1587,P2073,vehicle range,distance a vehicle can travel without refuelling,no
1588,P2074,internetmedicin. ID,ID in the Swedish database about medical topics,no
1589,P2075,speed of sound,speed of sound waves in a material. Use qualifiers to specify measurement conditions.,no
1590,P2076,temperature,qualifier to indicate at what temperature something took place,no
1591,P2077,under pressure,qualifier to indicate at what pressure something took place,no
1592,P2078,user manual URL,"link to the user manual of the object (product, program)",no
1593,P2079,fabrication method,"method, process or technique used to grow, cook, weave, build, assemble, manufacture the item",no
1594,P2080,AcademiaNet ID,identifier in the AcademiaNet database for excellent female scientists,yes
1595,P2081,BLDAM object ID,"Object ID to identify cultural heritage monuments in Brandenburg state, Germany",no
1596,P2082,M49 code,United Nations M49 code for the subject item,no
1597,P2083,Leadscope ID,identifier for a chemical compound in leadscope.com,no
1598,P2084,ZINC ID,identifier for a chemical compound in the ZINC database,no
1599,P2085,Nikkaji ID,identifier for a chemical compound in the Japan Chemical Substance Dictionary (Nikkaji),no
1600,P2087,Crunchbase person ID,"Identifier for a person, in the Crunchbase database of companies and start-ups, operated by TechCrunch",yes
1601,P2088,Crunchbase organization ID,"Identifier for an organization, in the Crunchbase database of companies and start-ups, operated by TechCrunch",no
1602,P2090,Power of 10 athlete ID,identifier for an athlete in the Power of 10 database,yes
1603,P2091,World Rowing rower ID,numeric identifier for a rower in the database of World Rowing (FISA),yes
1604,P2093,author name string,stores unspecified author or editor name for publications; use if Wikidata item for author...,yes
1605,P2094,competition class,official classification by a regulating body under which the subject qualifies for inclusion,yes
1606,P2095,co-driver,rally team member who performs as a co- driver or co-pilot,yes
1607,P2096,media legend,qualifier to describe the media of the statement. This avoids legend storage...,yes
1608,P2097,term length of position,length of time in years a person is to serve in a particular position,yes
1609,P2098,substitute/ deputy...,function that serves as deputy/ replacement of this function/ office,yes
1610,P2099,BC Geographical Names ID,Unique ID of the BC Geographical Names,no
1611,P2100,Banque de noms de lieux du Québec ID,unique identifier for geographical names in Quebec,no
1612,P2101,melting point,temperature at which a solid changes its state from solid to liquid at atmospheric pressure,no
1613,P2102,boiling point,temperature at which a substance changes its phase from liquid to gas,no
1614,P2103,size of team at start,number of players/ sled dogs/ etc. in a team at the start of a match or race,yes
1615,P2105,size of team at finish,number of players/sled dogs/etc. in a team at the end of the race or match,yes
1616,P2106,RXNO Ontology,RSC ontology for organic reactions,no
1617,P2107,decomposition point,decomposition point of a substance,no
1618,P2108,Kunstindeks Danmark artwork ID,identifier for artwork in the Danish art database,yes
1619,P2109,nominal power output,"power produced by the engine, plant, or reactor  (use with unit of power)",no
1620,P2112,wing area,area of an aircraft's wing surfaces,no
1621,P2113,sublimation temperature,temperature at which a substance changes directly from solid to gaseous  (indicate corresponding pressure qualifier),no
1622,P2114,half-life,time required for the amount of something to fall to half its initial value,no
1623,P2115,NDF-RT ID,identifier for the National Drug File Reference Terminology,no
1624,P2116,molar enthalpy of vaporization,vaporization enthalpy of a substance with temperature as qualifier,no
1625,P2117,combustion enthalpy,enthalpy difference of a substance for combustion,no
1626,P2118,kinematic viscosity,"viscosity of a substance, with phase of matter (P515) and temperature (P2076) as qualifiers",no
1627,P2119,vapor pressure,pressure exerted by a vapor in thermodynamic equilibrium with its condensed phases,no
1628,P2120,radius,distance between the center and the surface of a circle or sphere,no
1629,P2121,prize money,amount in a specific currency,yes
1630,P2123,YerelNet village ID,"identifier for a village, in YerelNet.org.tr, which contains detailed informations about all villages in Turkey",no
1631,P2124,member count,number of entities that are part of an organization at a particular time,yes
1632,P2125,revised Hepburn romanization,romanized Japanese following the revised Hepburn romanization system,no
1633,P2126,Georgian national system of romanization,transliteration of text from Georgian script  to Latin script according to the Georgian national system of romanization,no
1634,P2127,International Nuclear Event Scale,international scale for rating nuclear events and accidents,no
1635,P2128,flash point,lowest temperature at which it can vaporize to form an ignitable mixture in air.,no
1636,P2129,immediately dangerous to life or health,Immediately Dangerous to Life and Health value,no
1637,P2130,capital cost,amount of money spent on building or producing an object,no
1638,P2131,nominal GDP,market value of all officially recognized final goods and services produced within a country,no
1639,P2132,nominal GDP per capita,"""country's total GDP divided by the population""",no
1640,P2133,total debt,"amount of debt for a company, organization or public entity",no
1641,P2134,total reserves,"total reserves comprise holdings of monetary gold, special drawing rights, etc.",no
1642,P2135,total exports,amount of goods and services sold to other countries,no
1643,P2136,total imports,amount of goods and services bought from other countries,no
1644,P2137,total equity,amount of equity value for an entity,no
1645,P2138,total liabilities,sum of all present obligations of the entity to transfer economic resources,no
1646,P2139,total revenue,income gained by an organization during a given time frame.,no
1647,P2140,foreign direct investment net outflow,"net outflow of equity capital, reinvestment of earnings",no
1648,P2141,foreign direct investment net inflow,"net inflow of equity capital, reinvestment of earnings",no
1649,P2142,box office,box office takings accumulated by a film,yes
1650,P2143,genome size,size of the genome in base pairs,no
1651,P2144,frequency,frequency in Hz at which the subject works,no
1652,P2145,explosive energy equivalent,amount of energy discharged during an explosion,no
1653,P2146,orbital period,the time taken for a given astronomic object to make one complete orbit,no
1654,P2147,rotation period,the time that astronomic objects takes to complete one revolution around its axis of rotation,no
1655,P2148,distance from river mouth,qualifier for P974 statements on streams,no
1656,P2149,clock frequency,CPU's specified clock frequency  (use with determination method  = Q73207925 or Q73208059 as appropriate),no
1657,P2150,FSB speed,CPU front- side bus speed,no
1658,P2151,focal length,"focal length of lens  (telescope, etc.)",no
1659,P2152,antiparticle,particle with the same rest mass and opposite charges,no
1660,P2153,PubChem Substance ID  (SID),"substance  (e. g. mixtures, undefined stereochemistry,  ...) identifier in the PubChem database",no
1661,P2154,binding energy,energy required to disassemble a whole system into separate parts,no
1662,P2155,solid solution series with,"the mineral forms a continous  (true) or discontinous  ""solid solution series"" with another mineral",no
1663,P2156,pseudo crystal habit,"possible macrosopic appearance of a crystal different to its molecular symmetry  (crystal cell, specimens with twinning or synthetic material)",no
1664,P2158,Cell Line Ontology ID,identifier for the Cell Line Ontology which describes anatomic origin and nature of eukaryotic cell lines,no
1665,P2159,computes solution to,problem that this algorithm or method solves,no
1666,P2160,mass excess,difference between its actual mass and its mass number in atomic mass units,no
1667,P2161,Guthrie code,Guthrie code of a Bantu language,no
1668,P2162,Deutsche Ultramarathon-Ver...,identifier for individual runners in the Deutsche Ultramarathon-Ver...database,yes
1669,P2163,FAST ID,authority control identifier in WorldCat'...authority file,no
1670,P2164,SIGIC author ID,identifier for a person in the database of SIGIC - Slovenian Music Information Center,yes
1671,P2165,SIGIC group ID,identifier for a music group in the database of SIGIC - Slovenian Music Information Center,yes
1672,P2166,SIGIC institution ID,identifier for an institution in the database of SIGIC - Slovenian Music Information Center,yes
1673,P2167,UNSPSC Code,identifier for taxonomy of products and services for use in eCommerce,no
1674,P2168,Swedish Film Database person ID,identifier for a person on the Swedish Film Database (SFDb),yes
1675,P2169,PublicWhip ID,identifier in the PublicWhip database of British MPs,yes
1676,P2170,Hansard 2006–March 2016 ID,identifier for a British MP in Hansard (2006–March 2016),yes
1677,P2171,TheyWorkForYou ID,identifier in the 'TheyWorkForYou' database of British MPs,yes
1678,P2172,Parliamentary record ID,Parliamentary record identifier for British MPs,yes
1679,P2173,BBC News Democracy Live ID,identifier in the BBC News Democracy Live database of British MPs,yes
1680,P2174,Museum of Modern Art artist ID,identifier assigned to an artist by the Museum of Modern Art,yes
1681,P2175,medical condition treated,"disease that this pharmaceutical drug, procedure, or therapy is used to treat",no
1682,P2176,drug or therapy used for treatment,"drug, procedure, or therapy that can be used to treat a medical condition",no
1683,P2177,solubility,property of a chemical to dissolve in another chemical forming a solution. Provide solvent (P2178) and temperature (P2076) as qualifiers,no
1684,P2178,solvent,qualifier to show which substance is the solvent in a solution-process (use with P2177),no
1685,P2179,ACM Classification Code 2012,ACM Computing Classification Code of 2012 (8 digits),no
1686,P2180,Kansallisbiografia ID,identifier for a person in the Kansallisbiografia (National Biography of Finland),yes
1687,P2181,Finnish MP ID,code of the entry on the Finnish parliament database,yes
1688,P2182,Finnish Ministers database ID (archived),code of the entry on the Finnish ministers database,yes
1689,P2183,ISO 9:1995,the Latin transliteration of Cyrillic text (used as qualifier),no
1690,P2184,history of topic,item about the historical development of a subject's topic,no
1691,P2185,DLI ID,identifier for a work in the Digital Library of India,no
1692,P2186,Wiki Loves Monuments ID,unique ID for the monuments included in Wiki Loves Monuments national lists,no
1693,P2187,BiblioNet publication ID,identifier in the BiblioNet database of book editions,no
1694,P2188,BiblioNet author ID,"identifier in the BiblioNet database of authors, created by the National Book Centre of Greece...",yes
1695,P2189,BiblioNet publisher ID,identifier in the BiblioNet database of publishers,no
1696,P2190,C-SPAN person string ID (deprecated),identifier for a person's appearances on C-SPAN as strings. Use P10660 instead.,yes
1697,P2191,Vegetti Catalog of Fantastic Literature NILF ID,numeric identifier within the Vegetti Catalog of Fantastic Literature,no
1698,P2192,endangeredlanguages.com ID,identifier of a language on the website endangeredlanguages.com,no
1699,P2193,Soccerbase player ID,player ID on the Soccerbase.com website,yes
1700,P2194,PSS-archi architect ID,identifier for an architect in the PSS-archi database,no
1701,P2195,Soccerbase manager ID,manager ID on the Soccerbase.com website,yes
1702,P2196,count of students,number of pupils or students of any type in an educational organization,no
1703,P2197,production rate,amount of a given material produced in a given time,no
1704,P2198,average gradient,gradient expressed as a percentage (between 0 and 1),no
1705,P2199,autoignition temperature,lowest temperature at which it will spontaneously ignite in a normal atmosphere without an external source of ignition,no
1706,P2200,electric charge,electric charge of a subatomic particle,no
1707,P2201,electric dipole moment,,no
1708,P2202,lower flammable limit,the lower bound of the concentration range over which a flammable mixture of gas or vapour in air can be ignited at a given temperature and pressure (0-1),no
1709,P2203,upper flammable limit,upper bound of the concentration range over which a flammable mixture of gas or vapour in air can be ignited at a given temperature and pressure (0-1),no
1710,P2204,minimum explosive concentration,minimum concentration at which a chemical can explode,no
1711,P2205,Spotify album ID,identifier for an album or single on Spotify,yes
1712,P2206,Discogs release ID,"identifier for a musical work (release) in the Discogs database, if there is no master ID (P1954)",yes
1713,P2207,Spotify track ID,identifier for a track on Spotify,yes
1714,P2208,average shot length,cinemetrical measure,yes
1715,P2209,SourceForge project,"identifier for an official SourceForge repository (""project"") for a software product",no
1716,P2210,relative to,qualifier: what a statement value is relative to,no
1717,P2211,position angle,measurement relating to observed visual binary stars (use with P2210),no
1718,P2212,angular distance,"size of the angle between the direction from the observer towards this object, and the direction",no
1719,P2213,longitude of ascending,property of one of the orbital elements used to specify the orbit of an object in space,no
1720,P2214,parallax,parallax of nearest stars,no
1721,P2216,radial velocity,component of the object's velocity that points in the direction of the radius connecting the obje,no
1722,P2217,cruise speed,design cruise speed,no
1723,P2218,net worth,totality of wealth possessed by a person,yes
1724,P2219,real GDP growth rate,percentage change in nominal gross domestic product from one year to the next minus the inflation rate,no
1725,P2220,household wealth,net worth of consumers,no
1726,P2221,flux,the observed flux in a particular wavelength band of an astronomical object,no
1727,P2222,gyromagnetic ratio,characteristic property of any elementary particle,no
1728,P2223,decay width,characteristic property of any elementary particle,no
1729,P2225,discharge,volume rate of water flow which is transported through a given cross-sectional area,no
1730,P2226,market capitalization,total value of issued shares by a publicly traded company,no
1731,P2227,metallicity,abundance of elements that are heavier than hydrogen or helium in an astronomical object,no
1732,P2228,maximum thrust,maximum thrust specified for a jet or rocket engine,no
1733,P2229,thermal design power,specified amount of heat a computer component generates under normal conditions that the cooling system must dissipate,no
1734,P2230,torque,"torque of a machine, a motor/engine/vehicle",no
1735,P2231,explosive velocity,speed of an explosive reaction,no
1736,P2232,cash,value of cash and securities held by state government,no
1737,P2233,semi-major axis,semi-major axis of a stable orbit (Astronomy),no
1738,P2234,volume as quantity,measure of three-dimensional space,no
1739,P2235,external superproperty,links resources related by this property to another,no
1740,P2236,external subproperty,links external properties to this one,no
1741,P2238,official symbol,official symbol of an organization,yes
1742,P2239,first aid measures,actions to take in exposure to hazards,no
1743,P2240,median lethal dose,dose killing half of a test population (toxicology),no
1744,P2241,reason for deprecated rank,qualifier to indicate why a particular statement should have deprecated rank,no
1745,P2242,Florentine musea catalogue ID,identifier for artworks from the catalogue of the national Florentine musea,no
1746,P2243,apoapsis,"distance, at which a celestial body is the farthest to the object it orbits",no
1747,P2244,periapsis,"distance, at which a celestial body is the closest to the object it orbits",no
1748,P2248,argument of periapsis,angle from the body's ascending node to its periapsis,no
1749,P2249,RefSeq genome ID,ID in the RefSeq Genome database,no
1750,P2250,life expectancy,average life expectancy for this group or species,no
1751,P2252,National Gallery of Art artist ID,"identifier assigned to an artist by the National Gallery of Art in Washington, DC",yes
1752,P2253,DfE URN,school identifier used by the UK government,no
1753,P2254,maximum operating altitude,ceiling or maximum density altitude at which an aircraft can operate,no
1754,P2255,Debrett's People of Today ID,"identifier for a person, in Debrett\'s ""People of Today""",yes
1755,P2257,event interval,"standard nominal interval between scheduled or regularly recurring events. Include unit of time, e.g. ""year"" (Q577). 1/(event frequency). Time period of periodically occurring event",no
1756,P2258,mobile country code,identifier for countries in ITU-T Recommendation E.212 for use in describing mobile networks,no
1757,P2259,mobile network code,code for mobile networks defined by ITU-T Recommendation E.212,no
1758,P2260,ionization energy,"minimum amount of energy required to remove an electron from an atom, ion or molecule in the gaseous state",no
1759,P2261,beam,width of a ship at its widest point measured at its nominal waterline,no
1760,P2262,draft,"""depth below the water line to the bottom of a vessel' s hull; summer draft is implied unless stated otherwise.""",no
1761,P2263,ISOCAT ID,numeric ID from the Data Category Registry,no
1762,P2264,Mix' n' match catalog ID,ID of the catalog corresponding to the property in the Mix' n' match tool,no
1763,P2266,FMD model ID,external link to a model' s profile at the FMD (Fashion Model Directory) website,yes
1764,P2267,PolitiFact people and groups ID,person or group whose statements have been fact checked by PolitiFact.com,yes
1765,P2268,Musée d'Orsay artist ID,numeric ID for an artist in the Répertoire des artistes documentation database of the Orsay Museum,yes
1766,P2270,Emporis building complex ID,"former identifier for a building complex, as opposed to a single building, in the defunct Emporis architecture database",no
1767,P2271,Wikidata property example for properties,examples of using a property in an item statement,no
1768,P2272,Hederich encyclopedia article,"entry in Hederich’'s encyclopedia of mythology, 3rd edition (1770), via zeno. org",no
1769,P2273,HAdW member ID,entry in the list of members of the Heidelberg Academy for Sciences and Humanities,yes
1770,P2275,World Health Organisation international non-proprietary name,identifier for a drug,no
1771,P2276,UEFA player ID,identifier for UEFA players,yes
1772,P2277,Magdeburger Biographisches Lexikon ID,biographical article about people from the Magdeburg area,yes
1773,P2278,Member of the Hellenic Parliament ID,"an identifier for members, or former members, of the national parliament of Greece",yes
1774,P2279,ambitus,musical interval/range of a melody,no
1775,P2280,Austrian Parliament ID,"identifier for an individual, in the Austrian Parliament's ""Who's Who"" database",no
1776,P2281,Apple Music album ID (U.S. version),identifier for a musical work in the U.S. version of Apple Music website,no
1777,P2282,Groeningemuseum work PID,"persistent identifier for an artwork from the collection of the Groeningemuseum in Bruges, Belgium",no
1778,P2283,uses,item or concept used by the subject or in the operation (see also instrument [P1303] and armament [P520]),no
1779,P2284,price,published price listed or paid for a product (use with unit of currency),no
1780,P2285,periapsis date (DEPRECATED),time for perihelion/perigee in each orbit for an astronomical object (Deprecated property. Use P11796 instead.),no
1781,P2286,arterial supply,arterial supply of an anatomical structure,no
1782,P2287,CRIStin ID,ID in the database for Norwegian scientists,no
1783,P2288,lymphatic drainage,lymphatic drainage of an anatomical structure,no
1784,P2289,venous drainage,vein draining the anatomical structure,no
1785,P2290,Danish parish code,identifier for an parish in Denmark,no
1786,P2291,charted in,chart where the element reached a position,no
1787,P2292,consumption rate,rate at which a product is consumed,no
1788,P2293,genetic association,"general link between a disease and the causal genetic entity, if the detailed mechanism is unknown/ unavailable",no
1789,P2294,balance of trade,exports minus imports. not to be confused with current account balance and balance of payments,no
1790,P2295,net profit,private entity profit after accounting for all costs,no
1791,P2296,money supply,"amount of currency the central bank has injected in the economy (MO, M1, M2, M3)",no
1792,P2297,employment by economic sector,employment divided by sector,no
1793,P2298,NSDAP membership number 1925–1945,membership number in the Nazi Party,no
1794,P2299,PPP GDP per capita,GDP divided by the population total and adjusted for CPI,no
1795,P2300,minimal lethal dose,lowest dose of a toxic substance in an environmental medium that kills individual organisms or test species under a defined set of conditions,no
1796,P2302,property constraint,constraint applicable to a Wikidata property,no
1797,P2303,exception to constraint,"item that is an exception to the constraint, qualifier to define a property constraint in combination with P2302",no
1798,P2304,group by,qualifier to define a property constraint in combination with P2302  (Wikidata property constraint) that is used to group constraint violations in constraint violation reports,no
1799,P2305,item of property constraint,"qualifier to define a property constraint in combination with ""property constraint""  (P2302)",no
1800,P2306,property,"qualifier to define a property constraint in combination with P2302  (property constraint), or to limit the scope of Q44292881  (wikidata statement)",no
1801,P2307,Wikimedia Commons namespace,qualifier used with the Commons link property constraint  (Q21510852) to specify acceptable Wikimedia Commons namespaces that a property value can link to,no
1802,P2308,class,"qualifier to define a property constraint in combination with ""property constraint""  (P2302)",no
1803,P2309,relation,"qualifier to define a property constraint in combination with P2302. Possibly values are:  ""instance of"",  ""subclass of"" or  ""instance or subclass of"". The qualifier to use with the property  ""relative"" is  ""type of kinship""  (P1039), not this",no
1804,P2310,minimum date (property constraint),"qualifier to define a property constraint in combination with ""property constraint"" (P2302)",no
1805,P2311,maximum date (property constraint),"qualifier to define a property constraint in combination with ""property constraint"" (P2302). Use ""unknown value"" for current date.",no
1806,P2312,maximum value,"qualifier indicating the lowest possible value of a quantity. ""no value"" can be used to specify no upper bound",no
1807,P2313,minimum value,qualifier indicating the lowest possible value of a quantity,no
1808,P2315,comment (DEPRECATED),"to be deleted: replace with ""syntax clarification"" (P2916) or add the usage note in the items description.",no
1809,P2316,constraint status,"qualifier to define a property constraint in combination with P2302. Use values ""mandatory constraint"" or ""suggestion constraint""",no
1810,P2317,call sign,short form identifier for a radio operator or broadcaster and (as flag signal) previous for watercrafts,yes
1811,P2318,debut participant,participant for whom this is their debut appearance in a series of events,yes
1812,P2319,elector,people or other entities which are qualified to participate in the subject election,no
1813,P2320,aftershocks,number of smaller earthquakes which follow a significant earthquake,no
1814,P2321,general classification of race participants,classification of race participants,yes
1815,P2322,article ID,identifier for an article in an online publication,no
1816,P2323,Swedish Olympic Committee athlete ID,"identifier for an athlete (sportsperson) at SOK.se, a website of the Swedish Olympic Committee",yes
1817,P2324,quantity buried,number of remains buried or interred,no
1818,P2325,mean anomaly,element of orbital definition,no
1819,P2326,GNS Unique Feature ID,identifier for geographic entities according to the National Geospatial-Intelligence Agency's GEOnet Names Server,no
1820,P2327,ProCyclingStats race ID,[],yes
1821,P2328,ProCyclingStats team ID,[],yes
1822,P2329,antagonist muscle,[],no
1823,P2330,Cycling Archives race ID,identifier in the Cycling Archives,yes
1824,P2331,Cycling Archives team ID,identifier in the Cycling Archives,yes
1825,P2332,Dictionary of Art Historians ID,identifier for a person in the Dictionary of Art Historians,yes
1826,P2333,Norwegian organisation number,organisation's purely numerical identifier in the Norwegian Register...,no
1827,P2334,Swedish Film Database ID,identifier for a movie on the Swedish Film Database (SFDb),yes
1828,P2335,Swedish Film Database company ID,company identifier in the Swedish Film Database (SFDb),yes
1829,P2336,Swedish Film Database soundtrack ID,soundtrack identifier in the Swedish Film Database (SFDb),yes
1830,P2337,Swedish Film Database group ID,group identifier in the Swedish Film Database (SFDb),yes
1831,P2338,Musopen composer ID,identifier for a composer in the musopen.org database,yes
1832,P2339,BoardGameGeek ID,identifier for a board game in the BoardGameGeek database,no
1833,P2340,CESAR person ID,identifier for a person in the CESAR database of French theatre...,no
1834,P2341,indigenous to,"place or ethnic group where a language, art genre, cultural tradition or expression, cooking style or food, or biological species or variety is found  (or was originally found)",yes
1835,P2342,AGORHA person/institution ID,identifier for a person or institution in the Agorha database  (INHA),yes
1836,P2343,playing range image,image showing the playing range of the instrument,no
1837,P2344,AGORHA work ID,Identifier for historical art resources,yes
1838,P2345,AGORHA event ID,"time period  (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred or with which it is associated",yes
1839,P2346,Elonet movie ID,identifier for a movie in the Elonet database,yes
1840,P2347,YSO ID,identifier for a concept in the General Finnish Ontology YSO,yes
1841,P2348,time period,"time period  (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred or with which it is associated",yes
1842,P2349,Stuttgart Database of Scientific Illustrators ID,"identifier for a person, in the University of Stuttgart' s Database of Scientific Illustrators, 1450–1950",yes
1843,P2350,SpeedSkatingBase. eu ID (archived),identifier for a speed skater in the Speedskatingbase. eu database with personal best distance records,yes
1844,P2351,number of graves,number of burial places in a cemetery or necropolis,no
1845,P2352,applies to taxon,"qualifier for toxicological concentrations and doses, indicates species in which the drug was tested",no
1846,P2353,statistical unit,member of a dataset; type of statistical designation,no
1847,P2354,has list,Wikimedia list related to this subject,no
1848,P2355,UNESCO Atlas of the World' s Languages in Danger ID,identifier for endangered languages listed by UNESCO,no
1849,P2357,Classification of Instructional Programs code,code representing academic disciplines in the U. S. Department of Education' s Classification of Instructional Programs,no
1850,P2358,praenomen,"standard part of the name of a Roman  (and related cultures), link to items for specific Roman praenomen only",no
1851,P2359,nomen gentilicium,"standard part of the name of a Roman  (and related cultures), link to items about the Roman gens only",no
1852,P2360,intended public,"this work, product, object or event is intended for, or has been designed to that person or group of people, animals, plants, etc",no
1853,P2361,online service,online service or online service provider tied to an item,no
1854,P2362,time to altitude,"time required by the subject to reach the specified altitude, from sea level",no
1855,P2363,NMHH film rating,rating of a film in the Hungarian film rating system,yes
1856,P2364,production code,production code of a television episode,no
1857,P2365,cognomen,"standard part of the name of a Roman (and related cultures), link to items about specific...",no
1858,P2366,agnomen,"optional part of the name of a Roman (and related cultures), link to items for specific...",no
1859,P2367,Australian Stratigraphic Units Database ID,identifier for a stratigraphic unit listed in the Australian Stratigraphic Units Database,no
1860,P2368,Sandbox-Property,"Sandbox property for value of property type ""Property""",no
1861,P2369,Soccerway player ID,person identifier on the Soccerway website,yes
1862,P2370,conversion to SI unit,conversion of the unit into a coherent SI unit,no
1863,P2371,FAO risk status,UN Food and Agriculture Organization designation of status for a domesticated breed,no
